level,vertebral_number,body_interspace,approach,category,implant,object,side,x,y,fusion,interbody_fusion,fixation_uiv_liv,direction,object_id
T2-T3,9.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.735,yes,yes,no,,T2-T3_central_decompression_diskectomy_fusion_1
T3-T4,10.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.705,yes,yes,no,,T3-T4_central_decompression_diskectomy_fusion_1
T4-T5,11.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.6725,yes,yes,no,,T4-T5_central_decompression_diskectomy_fusion_1
T5-T6,12.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.6475,yes,yes,no,,T5-T6_central_decompression_diskectomy_fusion_1
T6-T7,13.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.615,yes,yes,no,,T6-T7_central_decompression_diskectomy_fusion_1
T7-T8,14.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.5875,yes,yes,no,,T7-T8_central_decompression_diskectomy_fusion_1
T8-T9,15.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.555,yes,yes,no,,T8-T9_central_decompression_diskectomy_fusion_1
T9-T10,16.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.5275,yes,yes,no,,T9-T10_central_decompression_diskectomy_fusion_1
T10-T11,17.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.4925,yes,yes,no,,T10-T11_central_decompression_diskectomy_fusion_1
T11-T12,18.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.4475,yes,yes,no,,T11-T12_central_decompression_diskectomy_fusion_1
T12-L1,19.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.405,yes,yes,no,,T12-L1_central_decompression_diskectomy_fusion_1
L1-L2,20.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.3575,yes,yes,no,,L1-L2_central_decompression_diskectomy_fusion_1
L2-L3,21.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.309,yes,yes,no,,L2-L3_central_decompression_diskectomy_fusion_1
L3-L4,22.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.255,yes,yes,no,,L3-L4_central_decompression_diskectomy_fusion_1
L4-L5,23.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.2125,yes,yes,no,,L4-L5_central_decompression_diskectomy_fusion_1
L5-S1,24.5,interspace,anterior,anterior_interbody_fusion,yes,decompression_diskectomy_fusion,central,0.5,0.155,yes,yes,no,,L5-S1_central_decompression_diskectomy_fusion_1
C1-C2,1.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.96,yes,yes,no,,C1-C2_central_diskectomy_fusion_1
C2-C3,2.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.9215,yes,yes,no,,C2-C3_central_diskectomy_fusion_1
C3-C4,3.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.8925,yes,yes,no,,C3-C4_central_diskectomy_fusion_1
C4-C5,4.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.8675,yes,yes,no,,C4-C5_central_diskectomy_fusion_1
C5-C6,5.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.8425,yes,yes,no,,C5-C6_central_diskectomy_fusion_1
C6-C7,6.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.8175,yes,yes,no,,C6-C7_central_diskectomy_fusion_1
C7-T1,7.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.7925,yes,yes,no,,C7-T1_central_diskectomy_fusion_1
T1-T2,8.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.765,yes,yes,no,,T1-T2_central_diskectomy_fusion_1
T2-T3,9.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.735,yes,yes,no,,T2-T3_central_diskectomy_fusion_1
T3-T4,10.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.705,yes,yes,no,,T3-T4_central_diskectomy_fusion_1
T4-T5,11.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.6725,yes,yes,no,,T4-T5_central_diskectomy_fusion_1
T5-T6,12.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.6475,yes,yes,no,,T5-T6_central_diskectomy_fusion_1
T6-T7,13.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.615,yes,yes,no,,T6-T7_central_diskectomy_fusion_1
T7-T8,14.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.5875,yes,yes,no,,T7-T8_central_diskectomy_fusion_1
T8-T9,15.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.555,yes,yes,no,,T8-T9_central_diskectomy_fusion_1
T9-T10,16.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.5275,yes,yes,no,,T9-T10_central_diskectomy_fusion_1
T10-T11,17.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.4925,yes,yes,no,,T10-T11_central_diskectomy_fusion_1
T11-T12,18.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.4475,yes,yes,no,,T11-T12_central_diskectomy_fusion_1
T12-L1,19.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.405,yes,yes,no,,T12-L1_central_diskectomy_fusion_1
L1-L2,20.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.3575,yes,yes,no,,L1-L2_central_diskectomy_fusion_1
L2-L3,21.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.309,yes,yes,no,,L2-L3_central_diskectomy_fusion_1
L3-L4,22.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.255,yes,yes,no,,L3-L4_central_diskectomy_fusion_1
L4-L5,23.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.2125,yes,yes,no,,L4-L5_central_diskectomy_fusion_1
L5-S1,24.5,interspace,anterior,anterior_interbody_fusion,yes,diskectomy_fusion,central,0.5,0.155,yes,yes,no,,L5-S1_central_diskectomy_fusion_1
C1-C2,1.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.96,yes,yes,no,,C1-C2_central_diskectomy_fusion_no_interbody_device_1
C2-C3,2.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.9215,yes,yes,no,,C2-C3_central_diskectomy_fusion_no_interbody_device_1
C3-C4,3.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.8925,yes,yes,no,,C3-C4_central_diskectomy_fusion_no_interbody_device_1
C4-C5,4.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.8675,yes,yes,no,,C4-C5_central_diskectomy_fusion_no_interbody_device_1
C5-C6,5.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.8425,yes,yes,no,,C5-C6_central_diskectomy_fusion_no_interbody_device_1
C6-C7,6.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.8175,yes,yes,no,,C6-C7_central_diskectomy_fusion_no_interbody_device_1
C7-T1,7.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.7925,yes,yes,no,,C7-T1_central_diskectomy_fusion_no_interbody_device_1
T1-T2,8.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.765,yes,yes,no,,T1-T2_central_diskectomy_fusion_no_interbody_device_1
T2-T3,9.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.735,yes,yes,no,,T2-T3_central_diskectomy_fusion_no_interbody_device_1
T3-T4,10.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.705,yes,yes,no,,T3-T4_central_diskectomy_fusion_no_interbody_device_1
T4-T5,11.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.6725,yes,yes,no,,T4-T5_central_diskectomy_fusion_no_interbody_device_1
T5-T6,12.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.6475,yes,yes,no,,T5-T6_central_diskectomy_fusion_no_interbody_device_1
T6-T7,13.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.615,yes,yes,no,,T6-T7_central_diskectomy_fusion_no_interbody_device_1
T7-T8,14.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.5875,yes,yes,no,,T7-T8_central_diskectomy_fusion_no_interbody_device_1
T8-T9,15.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.555,yes,yes,no,,T8-T9_central_diskectomy_fusion_no_interbody_device_1
T9-T10,16.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.5275,yes,yes,no,,T9-T10_central_diskectomy_fusion_no_interbody_device_1
T10-T11,17.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.4925,yes,yes,no,,T10-T11_central_diskectomy_fusion_no_interbody_device_1
T11-T12,18.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.4475,yes,yes,no,,T11-T12_central_diskectomy_fusion_no_interbody_device_1
T12-L1,19.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.405,yes,yes,no,,T12-L1_central_diskectomy_fusion_no_interbody_device_1
L1-L2,20.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.3575,yes,yes,no,,L1-L2_central_diskectomy_fusion_no_interbody_device_1
L2-L3,21.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.309,yes,yes,no,,L2-L3_central_diskectomy_fusion_no_interbody_device_1
L3-L4,22.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.255,yes,yes,no,,L3-L4_central_diskectomy_fusion_no_interbody_device_1
L4-L5,23.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.2125,yes,yes,no,,L4-L5_central_diskectomy_fusion_no_interbody_device_1
L5-S1,24.5,interspace,anterior,anterior_interbody_fusion,no,diskectomy_fusion_no_interbody_device,central,0.5,0.155,yes,yes,no,,L5-S1_central_diskectomy_fusion_no_interbody_device_1
C1-C2,1.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.96,no,no,no,,C1-C2_central_diskectomy_only_1
C2-C3,2.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.9215,no,no,no,,C2-C3_central_diskectomy_only_1
C3-C4,3.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.8925,no,no,no,,C3-C4_central_diskectomy_only_1
C4-C5,4.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.8675,no,no,no,,C4-C5_central_diskectomy_only_1
C5-C6,5.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.8425,no,no,no,,C5-C6_central_diskectomy_only_1
C6-C7,6.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.8175,no,no,no,,C6-C7_central_diskectomy_only_1
C7-T1,7.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.7925,no,no,no,,C7-T1_central_diskectomy_only_1
T1-T2,8.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.765,no,no,no,,T1-T2_central_diskectomy_only_1
T2-T3,9.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.735,no,no,no,,T2-T3_central_diskectomy_only_1
T3-T4,10.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.705,no,no,no,,T3-T4_central_diskectomy_only_1
T4-T5,11.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.6725,no,no,no,,T4-T5_central_diskectomy_only_1
T5-T6,12.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.6475,no,no,no,,T5-T6_central_diskectomy_only_1
T6-T7,13.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.615,no,no,no,,T6-T7_central_diskectomy_only_1
T7-T8,14.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.5875,no,no,no,,T7-T8_central_diskectomy_only_1
T8-T9,15.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.555,no,no,no,,T8-T9_central_diskectomy_only_1
T9-T10,16.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.5275,no,no,no,,T9-T10_central_diskectomy_only_1
T10-T11,17.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.4925,no,no,no,,T10-T11_central_diskectomy_only_1
T11-T12,18.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.4475,no,no,no,,T11-T12_central_diskectomy_only_1
T12-L1,19.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.405,no,no,no,,T12-L1_central_diskectomy_only_1
L1-L2,20.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.3575,no,no,no,,L1-L2_central_diskectomy_only_1
L2-L3,21.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.309,no,no,no,,L2-L3_central_diskectomy_only_1
L3-L4,22.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.255,no,no,no,,L3-L4_central_diskectomy_only_1
L4-L5,23.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.2125,no,no,no,,L4-L5_central_diskectomy_only_1
L5-S1,24.5,interspace,anterior,anterior_disc,no,diskectomy_only,central,0.5,0.155,no,no,no,,L5-S1_central_diskectomy_only_1
C2-C3,2.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.9215,yes,yes,no,,C2-C3_central_anterior_interbody_implant_1
C3-C4,3.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.8925,yes,yes,no,,C3-C4_central_anterior_interbody_implant_1
C4-C5,4.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.8675,yes,yes,no,,C4-C5_central_anterior_interbody_implant_1
C5-C6,5.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.8425,yes,yes,no,,C5-C6_central_anterior_interbody_implant_1
C6-C7,6.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.8175,yes,yes,no,,C6-C7_central_anterior_interbody_implant_1
C7-T1,7.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.7925,yes,yes,no,,C7-T1_central_anterior_interbody_implant_1
T1-T2,8.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.765,yes,yes,no,,T1-T2_central_anterior_interbody_implant_1
T2-T3,9.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.735,yes,yes,no,,T2-T3_central_anterior_interbody_implant_1
T3-T4,10.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.705,yes,yes,no,,T3-T4_central_anterior_interbody_implant_1
T4-T5,11.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.6725,yes,yes,no,,T4-T5_central_anterior_interbody_implant_1
T5-T6,12.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.6475,yes,yes,no,,T5-T6_central_anterior_interbody_implant_1
T6-T7,13.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.615,yes,yes,no,,T6-T7_central_anterior_interbody_implant_1
T7-T8,14.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.5875,yes,yes,no,,T7-T8_central_anterior_interbody_implant_1
T8-T9,15.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.555,yes,yes,no,,T8-T9_central_anterior_interbody_implant_1
T9-T10,16.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.5275,yes,yes,no,,T9-T10_central_anterior_interbody_implant_1
T10-T11,17.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.4925,yes,yes,no,,T10-T11_central_anterior_interbody_implant_1
T11-T12,18.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.4475,yes,yes,no,,T11-T12_central_anterior_interbody_implant_1
T12-L1,19.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.405,yes,yes,no,,T12-L1_central_anterior_interbody_implant_1
L1-L2,20.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.3575,yes,yes,no,,L1-L2_central_anterior_interbody_implant_1
L2-L3,21.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.309,yes,yes,no,,L2-L3_central_anterior_interbody_implant_1
L3-L4,22.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.255,yes,yes,no,,L3-L4_central_anterior_interbody_implant_1
L4-L5,23.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.2125,yes,yes,no,,L4-L5_central_anterior_interbody_implant_1
L5-S1,24.5,interspace,anterior,anterior_disc,yes,anterior_interbody_implant,central,0.5,0.155,yes,yes,no,,L5-S1_central_anterior_interbody_implant_1
C2,2,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.955,yes,no,no,,C2_central_screw_washer_1
C3,3,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.918,yes,no,no,,C3_central_screw_washer_1
C4,4,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.888,yes,no,no,,C4_central_screw_washer_1
C5,5,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.865,yes,no,no,,C5_central_screw_washer_1
C6,6,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.838,yes,no,no,,C6_central_screw_washer_1
C7,7,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.815,yes,no,no,,C7_central_screw_washer_1
T1,8,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.79,yes,no,no,,T1_central_screw_washer_1
T2,9,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.76,yes,no,no,,T2_central_screw_washer_1
T3,10,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.732,yes,no,no,,T3_central_screw_washer_1
T4,11,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.705,yes,no,no,,T4_central_screw_washer_1
T5,12,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.675,yes,no,no,,T5_central_screw_washer_1
T6,13,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.645,yes,no,no,,T6_central_screw_washer_1
T7,14,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.613,yes,no,no,,T7_central_screw_washer_1
T8,15,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.584,yes,no,no,,T8_central_screw_washer_1
T9,16,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.555,yes,no,no,,T9_central_screw_washer_1
T10,17,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.525,yes,no,no,,T10_central_screw_washer_1
T11,18,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.49,yes,no,no,,T11_central_screw_washer_1
T12,19,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.45,yes,no,no,,T12_central_screw_washer_1
L1,20,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.406,yes,no,no,,L1_central_screw_washer_1
L2,21,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.357,yes,no,no,,L2_central_screw_washer_1
L3,22,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.305,yes,no,no,,L3_central_screw_washer_1
L4,23,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.255,yes,no,no,,L4_central_screw_washer_1
L5,24,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.205,yes,no,no,,L5_central_screw_washer_1
